Name,Type,Population,Sexual_Offenses,Robbery_bank,Handbag_Robbery,Other_Robberies,Home_Invasions,Assaults,Simple_Assaults,Theft,Shoplifting,Theft_with_Aggravating_Circumstances,Burglary,Daytime_Burglary,Total_Bicycle_Theft,Total_Vehicle_Theft,Total_Pickpocketing,Assault_on_Officials,Resistance_Against_Officials,Assault_on_Officials_Specific,Concealment,Arson,Property_Damage,Drug_Offenses,Violent_Crime,Homicide,Street_Crime,Total_Sum,Total_Crime_Rate
Weiden i.d.OPf.,City,43188,8.0,0.0,0.0,1.0,1.0,93.0,355.0,512.0,235.0,180.0,11.0,1.0,91.0,33.0,7.0,24.0,11.0,13.0,17.0,3.0,382.0,245.0,114.0,1.0,444.0,2782.0,6441.604149300732
Weilheim-Schongau,Kreis,139401,13.0,0.0,0.0,3.0,0.0,117.0,521.0,721.0,289.0,274.0,15.0,1.0,159.0,78.0,8.0,56.0,23.0,33.0,44.0,22.0,534.0,330.0,152.0,3.0,567.0,3963.0,2842.8777411926744
Weimar,City,65611,9.0,0.0,1.0,7.0,2.0,126.0,492.0,1092.0,370.0,593.0,27.0,9.0,289.0,100.0,55.0,64.0,42.0,22.0,39.0,17.0,877.0,322.0,167.0,0.0,747.0,5469.0,8335.49252411943
Weimarer Land,Kreis,82892,6.0,0.0,0.0,4.0,1.0,125.0,436.0,700.0,209.0,508.0,98.0,13.0,57.0,128.0,19.0,28.0,16.0,12.0,39.0,28.0,514.0,343.0,150.0,3.0,528.0,3965.0,4783.332529073976
Weißenburg-Gunzenhausen,Kreis,97276,8.0,0.0,0.0,2.0,0.0,112.0,384.0,520.0,155.0,162.0,11.0,3.0,71.0,62.0,10.0,23.0,11.0,12.0,50.0,6.0,413.0,173.0,130.0,3.0,449.0,2770.0,2847.5677453842673
Werra-Meißner-Kreis,Kreis,100215,14.0,0.0,0.0,6.0,0.0,146.0,398.0,856.0,228.0,552.0,30.0,8.0,110.0,140.0,44.0,32.0,25.0,7.0,54.0,42.0,511.0,448.0,182.0,2.0,657.0,4492.0,4482.362919722596
Wesel,Kreis,467511,53.0,0.0,5.0,92.0,13.0,746.0,2081.0,5180.0,1263.0,5737.0,862.0,328.0,1378.0,1640.0,529.0,153.0,114.0,39.0,211.0,95.0,2642.0,1086.0,1020.0,8.0,6579.0,31854.0,6813.529521230517
Wesermarsch,Kreis,89761,24.0,0.0,0.0,5.0,3.0,150.0,451.0,686.0,146.0,506.0,60.0,21.0,218.0,166.0,17.0,52.0,22.0,30.0,39.0,18.0,413.0,433.0,198.0,2.0,744.0,4404.0,4906.362451398714
Westerwaldkreis,Kreis,206709,18.0,0.0,1.0,9.0,1.0,197.0,858.0,1310.0,299.0,572.0,92.0,39.0,113.0,246.0,55.0,60.0,30.0,30.0,55.0,47.0,850.0,837.0,240.0,3.0,1161.0,7123.0,3445.907048072411
Wetteraukreis,Kreis,318559,40.0,0.0,2.0,27.0,8.0,359.0,962.0,2497.0,661.0,1863.0,343.0,99.0,393.0,1057.0,111.0,52.0,30.0,22.0,172.0,62.0,1184.0,614.0,486.0,9.0,2561.0,13614.0,4273.619643456942
Wiesbaden,City,285522,46.0,0.0,1.0,63.0,8.0,718.0,1722.0,5132.0,2080.0,2158.0,330.0,131.0,631.0,1076.0,479.0,118.0,55.0,63.0,238.0,39.0,2138.0,871.0,943.0,16.0,4515.0,23571.0,8255.405888162733
Wilhelmshaven,City,76247,25.0,0.0,2.0,31.0,13.0,309.0,717.0,1707.0,718.0,1557.0,153.0,52.0,396.0,232.0,46.0,46.0,36.0,10.0,83.0,39.0,1068.0,645.0,456.0,4.0,1517.0,9862.0,12934.279381483862
Wittenberg,Kreis,123246,18.0,0.0,0.0,18.0,1.0,210.0,685.0,1080.0,283.0,1406.0,95.0,35.0,353.0,262.0,48.0,62.0,33.0,29.0,50.0,39.0,1020.0,341.0,268.0,5.0,1356.0,7697.0,6245.233111013745
Wittmund,Kreis,58396,7.0,0.0,0.0,1.0,0.0,71.0,239.0,525.0,124.0,198.0,24.0,5.0,99.0,66.0,15.0,16.0,14.0,2.0,33.0,10.0,339.0,143.0,86.0,1.0,426.0,2444.0,4185.218165627783
Wolfenbüttel,Kreis,120755,18.0,0.0,0.0,5.0,3.0,137.0,409.0,1000.0,350.0,615.0,144.0,61.0,131.0,129.0,37.0,35.0,17.0,18.0,22.0,23.0,689.0,250.0,189.0,3.0,833.0,5118.0,4238.333816405117
Wolfsburg,City,127256,23.0,0.0,3.0,25.0,1.0,242.0,722.0,1838.0,781.0,1859.0,96.0,39.0,703.0,242.0,122.0,68.0,34.0,34.0,84.0,45.0,1184.0,408.0,365.0,2.0,2085.0,11005.0,8647.922298359214
Worms,City,85609,20.0,0.0,2.0,27.0,1.0,232.0,466.0,1335.0,536.0,692.0,44.0,21.0,258.0,227.0,89.0,28.0,12.0,16.0,29.0,20.0,655.0,528.0,306.0,1.0,1291.0,6836.0,7985.141749115162
Wunsiedel i.Fichtelgebirge,Kreis,71972,12.0,0.0,0.0,1.0,1.0,71.0,343.0,685.0,253.0,373.0,22.0,4.0,104.0,64.0,6.0,21.0,7.0,14.0,32.0,17.0,387.0,606.0,97.0,8.0,485.0,3613.0,5020.007780803646
Wuppertal,City,358938,91.0,0.0,11.0,128.0,20.0,997.0,2659.0,8120.0,3144.0,3515.0,453.0,210.0,422.0,1805.0,1557.0,251.0,120.0,131.0,376.0,50.0,2896.0,1042.0,1487.0,6.0,7035.0,36526.0,10176.130696666276
Würzburg,City,165921,39.0,0.0,0.0,5.0,1.0,309.0,788.0,2246.0,1098.0,760.0,49.0,21.0,388.0,222.0,113.0,78.0,21.0,57.0,62.0,31.0,1249.0,1099.0,420.0,4.0,1907.0,10967.0,6609.77212046697
Würzburg,Kreis,165921,14.0,0.0,0.0,0.0,0.0,71.0,243.0,494.0,135.0,271.0,34.0,13.0,84.0,102.0,7.0,16.0,8.0,8.0,49.0,17.0,415.0,380.0,103.0,5.0,513.0,2982.0,1797.2408555879001
Zollernalbkreis,Kreis,193712,17.0,1.0,2.0,20.0,0.0,228.0,608.0,2115.0,1275.0,373.0,30.0,6.0,56.0,274.0,25.0,70.0,23.0,47.0,58.0,27.0,930.0,378.0,286.0,2.0,1002.0,7853.0,4053.9563888659454
Zweibrücken,City,34613,5.0,0.0,1.0,13.0,0.0,78.0,204.0,431.0,102.0,142.0,24.0,7.0,23.0,71.0,61.0,22.0,15.0,7.0,14.0,10.0,223.0,433.0,103.0,2.0,387.0,2378.0,6870.251061739808
Zwickau,Kreis,310111,23.0,1.0,1.0,27.0,10.0,416.0,1090.0,2393.0,849.0,1526.0,109.0,44.0,376.0,336.0,56.0,124.0,82.0,42.0,46.0,125.0,2556.0,826.0,529.0,3.0,2464.0,14054.0,4531.925665326286
