Gebietskennziffer;name;bev_dicht;bev_entw;st_einnkr;beschq_insg;beschq_w;beschq_m;v_gsm;v_lte;v_5g;p_markt;p_hbad;p_freibad;p_notfall;p_grunds;p_sek_1;p_sek_2
12069017;Beelitz, Stadt;72,91;1,71;1021,4;72,3;73,91;70,73;100;99,9;94,4;5,04;24,11;10,63;20,26;5,42;9,14;9
12069018;Beetzsee;128,57;1,09;1088,07;68,38;70,47;66,36;100;99,4;95,2;3,77;14,23;14,64;14,3;6,26;11,62;10,62
12069019;Beetzseeheide;18,8;0,46;734,31;70,43;63,64;75,39;100;96,6;82;11,15;19,47;20,33;18,3;5,9;16,84;17,56
12069020;Bad Belzig, Stadt;47,32;0,08;825,68;68,82;68,74;68,9;100;99,2;90,4;6,81;9,78;4,35;10,01;6,66;9,7;9,84
12069028;Bensdorf;37,48;1,19;616,08;72,32;68,75;75,92;100;100;99,8;2,83;14,75;20,6;15,43;7,98;10,38;22,63
12069052;Borkheide;328,4;2,16;1020,23;69,14;68,62;69,64;100;100;100;2,93;27,87;2,83;22,23;2,91;15,18;13,16
12069056;Borkwalde;404,5;6,57;642,35;70,88;70,88;70,88;100;100;100;7,86;30,64;7,4;17,57;7,48;16,49;16,46
12069076;Brück, Stadt;48,83;1,01;772,88;75,15;75,66;74,67;100;100;98,2;3,76;18;4,075;17,69;5,5;6,48;15,58
12069089;Buckautal;12;-0,7;850,53;68,57;67,42;69,59;100;99,6;93,4;8,28;29,99;11,42;29,08;8,76;8,76;27,21
12069216;Golzow;34,92;1,18;851,97;69,54;72;67,25;100;100;91,8;2,74;22,5;2,07;17,25;3,71;16,03;16,03
12069224;Görzke;16,34;0,11;544,66;64,89;65,29;64,52;100;82,2;62,5;3,94;22,38;2,83;21,57;13,51;17,03;19,91
12069232;Gräben;12,36;-0,77;444,84;58,33;62,61;54,4;100;97,9;96;8,24;27,26;7,11;26,09;8,91;14,33;24,62
12069249;Groß Kreutz (Havel);90,05;1,35;936,4;69,84;71,35;68,42;100;100;100;5,73;25,75;14,58;17,54;6,53;15,17;16,8
12069270;Havelsee, Stadt;39,39;0;800,5;74,25;74,78;73,75;100;88;60,5;5,89;16,36;14,435;17,19;5,91;12,22;16,81
12069304;Kleinmachnow;1707,89;-0,26;2575,75;55,71;55,4;56,03;100;100;100;2,52;11,14;5,6;7,22;3,35;4,05;3,83
12069306;Kloster Lehnin;56,33;0,86;1016,85;73,15;75;71,45;100;99,8;88;6,01;25,56;8,49;9,86;6,98;9,13;9,04
12069345;Linthe;31,45;0,55;2847,04;75;75,61;74,43;100;100;100;5,22;22,21;6,82;17,69;8,9;9,54;13
12069397;Michendorf;201,56;2,26;1089,83;65,95;65,16;66,78;100;100;99;3,57;13,54;14,85;17,55;4,07;8,07;6,1
12069402;Mühlenfließ;15,99;1,29;7178,47;67,97;70,48;65,41;100;100;100;6,62;21,66;8,59;13,38;10,33;9,83;9,84
12069448;Niemegk, Stadt;45,87;0,25;1420,7;74,51;74,32;74,68;100;94,8;92,5;3,2;15,63;3,25;14,17;4,97;16,3;16,8
12069454;Nuthetal;188,86;-0,01;1050,01;73,83;75,63;72,01;100;100;99,6;3,84;11,85;15,04;13,42;4,07;8,42;9,09
12069460;Päwesin;21,78;0,6;779,86;70;70,13;69,87;100;100;92,2;19,01;26,03;22,82;24,56;9,51;22,41;23,98
12069470;Planebruch;16,1;0,81;539,83;73,5;77,67;69,52;100;94,4;75,1;6,07;25,61;6,385;19,67;7,76;10,69;18,46
12069474;Planetal;21,38;-0,34;722,56;68,89;66,8;70,9;100;98;97,8;6,44;11,57;9,115;10,39;10,62;12,56;12,94
12069485;Rabenstein/Fläming;10;-0,56;724,09;75,36;74,49;76,11;100;98,4;86,7;10,49;22,14;9,86;21;11,81;22,9;23,49
12069537;Rosenau;17,35;-1,14;1068,67;74,6;73,86;75,29;100;97,9;94;11,93;23,33;26,16;27,78;10,85;13,68;34,15
12069541;Roskow;30,21;0,14;681,74;70,01;70,32;69,73;100;100;100;12,46;20,64;17,775;19,47;4,61;15,69;18,73
12069590;Schwielowsee;187,92;0,62;1061,92;64,43;65,68;63,14;100;100;99,3;5,75;12,65;6,35;16,96;5,88;11,42;11,18
12069596;Seddiner See;199,37;0,76;875,81;69,01;69,37;68,68;100;100;100;2,72;18,17;13,32;21,59;5,11;9,42;9,52
12069604;Stahnsdorf;327,53;1,22;1225,98;64,57;65,89;63,24;100;100;100;3,79;10,2;9,29;10,87;4,74;7,29;5,61
12069616;Teltow, Stadt;1282,27;1,5;1255,19;71,24;71,54;70,94;100;100;100;2,61;11,79;10,49;10,43;4,04;5,15;4,61
12069632;Treuenbrietzen, Stadt;35,41;0,13;1088,59;71,65;71,36;71,94;100;98,5;94,3;6,62;26,11;7,325;11,61;8,19;9,18;9,18
12069648;Wenzlow;26;-0,51;967,32;73,44;77,08;70,19;100;100;100;13,79;24,77;19,735;23,43;6,03;15,45;20,87
12069656;Werder (Havel), Stadt;230,87;1,05;1059,7;69,22;69,67;68,76;100;100;99,2;4,57;18,07;8,565;18,1;5,26;8,33;9,53
12069665;Wiesenburg/Mark;19,32;-0,08;636,78;65,5;63,75;67,16;100;94,1;85;6,38;22,65;9,455;21,51;7,87;21,39;20,45
12069680;Wollin;30;-0,02;626,09;70,22;70,37;70,08;100;100;99,9;15,66;26,15;16,16;22,76;2,16;16,95;21,8
12069688;Wusterwitz;129,1;0,14;669,61;69,4;69,61;69,2;100;99,6;85,1;3,34;20,35;23,57;17,94;2,79;7,73;25,18
12069696;Ziesar, Stadt;37,02;0,61;770,01;67,17;67,19;67,15;100;100;99,9;4,38;28,9;14,525;29,64;3,94;4,09;30,29
12070008;Bad Wilsnack, Stadt;32,6;0,09;1312,56;66,45;66,47;66,42;100;99,6;84,2;5,02;6,44;21,34;20,58;5,07;20,2;20,9
12070028;Berge;27,21;-0,69;751,07;67,69;68,04;67,39;100;100;99;3,36;35,72;17,7;28,15;3,45;28,38;29,18
12070052;Breese;62,75;-0,01;663,35;70,37;68,97;71,75;100;100;97,1;6,56;6,56;8,185;18,14;3,49;8,72;7,95
12070060;Cumlosen;32,42;0,08;695,46;74,05;76,35;71,89;100;100;100;6,86;11,8;9,96;19,79;9,79;10,81;10,25
12070096;Gerdshagen;20,23;-1,14;1722,2;70,41;66,12;73,97;100;100;100;10,72;23,62;13,39;15,34;12,21;14,01;15,19
12070125;Groß Pankow (Prignitz);15,22;-0,3;671,5;65,5;64,15;66,7;100;99,7;96,3;9,03;27,86;16,535;15,44;10,79;16,53;16,07
12070145;Gülitz-Reetz;18,13;-0,87;612,22;63,77;65,81;62,16;100;100;98,3;11,51;29,71;13,505;22,13;11,93;22,2;23
12070149;Gumtow;15,48;-0,42;818,18;67,56;70,59;64,85;100;100;95,9;13,83;27,48;18,465;16,24;10,85;14,43;16,39
12070153;Halenbeck-Rohlsdorf;13,13;0,63;1849,27;69,16;72,37;66,27;100;99,3;96,1;12,61;26,92;19,34;19,72;13,44;19,05;19,57
12070173;Karstädt;23,59;-0,03;870,92;66,16;64,34;67,78;100;98,4;93,8;10,52;29,77;13,03;20,34;12,22;22,2;23,42
12070222;Kümmernitztal;18,3;0;520;60,99;63,64;58,41;100;100;100;10,87;28,24;15,37;14,36;12,64;13,08;14,21
12070236;Lanz;11,73;-0,89;553,63;69,76;74,38;65,22;100;98,8;88,6;12,01;20,88;20,22;28,97;4,2;20,5;20,17
12070241;Legde/Quitzöbel;14,13;-0,43;597,51;65,99;64,67;67,23;100;100;93,5;9,51;10,66;18,01;16,24;9,18;15,73;30,54
12070244;Lenzen (Elbe), Stadt;21,19;-0,92;711,23;63,64;68,17;59,39;100;97,8;90,6;5,54;24,44;28,225;33,7;6,02;30,88;31,09
12070246;Lenzerwische;10,84;0,4;1095,38;62,26;65,18;60,13;100;100;100;9,58;26,13;32,235;33,38;15,2;41,81;41,47
12070266;Marienfließ;8,92;-0,4;1765,62;69,51;72,04;67,41;100;93;88,6;9,28;33,53;17,94;25,61;10,43;27,22;28,41
12070280;Meyenburg, Stadt;41,21;-0,13;2303,25;70,96;72,95;69,13;100;100;97,5;3,69;26,31;19,715;21,58;4,24;21,22;21,65
12070296;Perleberg, Stadt;87,3;-0,34;962,53;68,34;67,77;68,88;100;99,9;92,7;4,83;15,96;6,675;6,47;6,88;6,77;7,77
12070300;Pirow;11,45;-0,14;878,21;67,62;70,43;65,12;100;100;98,6;7,12;32,68;13,82;24,74;7,18;24,72;25,52
12070302;Plattenburg;16,43;-0,04;732,81;63,97;65,69;62,37;100;100;92,1;9,56;16,48;15,96;14,7;8;12,19;21,42
12070316;Pritzwalk, Stadt;70,39;-0,39;1546,39;70,51;69,59;71,34;100;99,9;99,6;6,31;28,78;9,71;7,87;7,72;8,23;7,71
12070325;Putlitz, Stadt;21,93;-0,61;777,04;67,96;67,92;67,99;100;99,9;99,2;6,47;32,43;7,8;21;6,49;19,94;20,86
12070348;Rühstädt;15,71;-0,51;727,52;64,64;62,77;66,67;100;100;97,3;12,98;14,78;24,09;24,55;12,64;22,18;25,71
12070393;Triglitz;16,12;0,44;969,64;70,33;68,42;71,86;100;100;100;8,3;34,5;10,75;16,75;9,18;15,71;16,6
12070416;Weisen;62,7;0,55;814,33;74,55;73,63;75,44;100;100;99,9;5,7;6,65;7,985;15,26;7,3;9,18;8,04
12070424;Wittenberge, Stadt;332,55;-0,42;837,85;67,94;64,36;71,19;100;100;99,7;3,19;5,85;4,3;16,88;4,63;5,68;4,96
12071028;Briesen/Brjazyna;87,4;0,92;755,29;68,4;69,13;67,61;100;100;100;7,03;9,44;9,7;14,58;1,84;12,13;9,72
12071032;Burg (Spreewald)/Bórkowy (B?ota);120,42;-0,14;1465,51;72,93;74,04;71,83;100;100;100;6,13;6,8;17,15;28,36;6,44;6,44;22,9
12071041;Dissen-Striesow/Dešno-Strjažow;49,05;-0,08;668,98;67,52;67,64;67,41;100;100;99,9;8,7;10,85;10,83;16,73;4,46;12,86;11,42
12071044;Döbern/Derbno, Stadt;197,97;-0,76;740,5;72,14;72,59;71,72;100;100;99,7;2,4;17,71;19,175;20,97;3,08;3,08;19,42
12071052;Drachhausen/Hochoza;19,64;-1,15;577,58;71,59;74,87;68,88;100;97,6;35;3,12;22,36;24,27;29,78;12,3;13,96;23,31
12071057;Drebkau/Drjowk, Stadt;38,3;-0,25;895,14;71,88;71,32;72,37;100;95,9;85,6;6,46;20,65;17,665;20,32;7,46;16,56;17,11
12071060;Drehnow/Drjenow;46,03;-0,61;747,28;75,76;78,4;73,38;100;100;89,4;7,2;21,97;20,585;25,67;8,22;9,82;18,53
12071074;Felixsee/Feliksowy Jazor;51,49;-0,73;623,22;68,36;66,2;70,33;100;99,9;55,6;8,02;16,64;18,705;22,24;10,66;10,75;15,85
12071076;Forst (Lausitz)/Barš? (?užyca), Stadt;161,31;-0,54;750,61;66,85;65,95;67,73;100;99;96,6;3,92;5,68;5,82;6,65;4,97;5,64;5,92
12071153;Groß Schacksdorf-Simmersdorf;32,42;-4,08;680,81;62,5;64,41;60,74;100;100;94,6;7,59;8,73;9,14;11,68;9,9;9,59;8,99
12071160;Guben, Stadt;371,97;-0,94;796,9;65,84;63,52;68,17;100;99,5;93,8;4,21;7,39;5,195;29,46;5,84;6,57;6,46
12071164;Guhrow/Góry;77,25;-0,19;862,91;75,62;78,1;73,29;100;100;100;6,19;11,9;11,52;17,04;4,99;12,45;12,18
12071176;Heinersbrück/Móst;24,31;0,35;1020,21;71,9;73,1;70,83;99,9;95,3;93,8;7,78;23,19;19,62;27,1;10,37;10,6;21,07
12071189;Jämlitz-Klein Düben;15,39;-1,11;539,35;75,68;77,42;74,07;100;100;95,5;5,72;11,66;15,175;15,76;12,16;12,16;23,44
12071193;Jänschwalde/Janšojce;18,49;-0,18;1096,34;69,41;68,9;69,89;100;99,2;94,7;5,48;22,55;13,75;27,55;10,94;12,26;21,59
12071244;Kolkwitz/Go?kojce;89,3;0,35;1258,9;72,13;73,11;71,19;100;100;99,5;6,45;14,38;14,015;15,39;5,82;11,24;12,98
12071294;Neiße-Malxetal/Dolina Nysa-Ma?ksa;19,24;-0,43;657,06;71,32;72,6;70,15;99,9;96;81,1;7,93;18,45;18,03;21,97;10,37;10,54;20,09
12071301;Neuhausen/Spree / Kopa?ce/Sprjewja;36,91;0,08;846,52;74,21;74,32;74,11;100;99,6;94,3;7,74;17,1;16,92;19,55;7,17;14,24;14,14
12071304;Peitz/Picnjo, Stadt;328,17;0,3;1006,56;70,99;70,19;71,79;100;100;100;2,81;17,47;15,395;21,18;3,05;3,47;14,45
12071337;Schenkendöbern/Derbno;16,25;-0,65;733,97;67,72;66,6;68,74;100;97,8;90,4;10,97;16,37;13,93;29,99;9,5;12,87;15,96
12071341;Schmogrow-Fehrow/Smogorjow-Prjawoz;26,31;0,28;565,07;74,65;77,92;71,76;100;95;77,6;8,44;10,72;19,16;25,3;8,69;9,82;20,54
12071372;Spremberg/Grodk, Stadt;106,69;-0,78;1304,77;70,48;68,71;72,22;100;97,8;93,8;4,52;7,49;7,19;24,14;5,53;7,11;7,18
12071384;Tauer/Turjej;16,65;0,26;711,91;79,55;82,61;76,89;100;79,9;49,1;10,01;24,87;7,68;31,05;12,64;12,96;23,2
12071386;Teichland/Gatojce;30,54;-0,79;1695,45;76,65;76,11;77,16;100;99,9;99,7;7,3;15,29;12,825;18,84;8,81;9,84;12,26
12071392;Tschernitz/Cersk;89,74;-0,79;837,14;72,86;72,45;73,26;100;100;99,9;2,54;13,88;16,87;17,41;8,7;8,7;18,58
12071401;Turnow-Preilack/Turnow-P?i?uk;29,01;-0,73;846,87;73,55;73,67;73,45;100;99,7;41,8;5,62;20,82;17,15;24,52;6,16;7,21;17,81
12071408;Welzow/Wjelcej, Stadt;83,32;-1,11;753,71;70,28;66,02;74,06;100;100;70,4;2,89;24,62;4,215;21,57;3,89;19,62;24,88
12071412;Werben/Wjerbno;69,17;0,44;624,1;76,54;75,25;77,78;100;100;100;3,79;9,33;13,58;19,97;7,27;8,7;15,1
12071414;Wiesengrund/?ukojce;26,78;-0,51;682,61;75,63;75,9;75,38;100;97,5;91,1;9,59;14,66;15,575;16,59;12,17;12,96;14,74
12072002;Am Mellensee;68,5;1,26;681,24;72,81;72,79;72,82;100;99,7;95,8;3,81;24,26;6,325;27,62;4,79;11,62;18,77
12072014;Baruth/Mark, Stadt;18,47;0,88;4453,13;73,48;72,91;73,96;100;99,8;83;6,48;26,61;16,66;24,64;8,62;19,69;28,09
12072017;Blankenfelde-Mahlow;528,53;1,3;856,55;72,67;71,52;73,8;100;100;100;2,48;13,31;15,97;17,39;3,74;6,19;6,32
12072053;Dahme/Mark, Stadt;29,94;-0,25;783,66;68,8;68,6;68,99;100;96,7;79,8;3,89;37,49;4,56;24,64;7,98;8,8;23,93
12072055;Dahmetal;10,95;-0,88;2609,53;72,89;71,09;74,36;100;99,4;93;10,09;32,24;8,775;22,97;11,59;11,14;25,42
12072120;Großbeeren;174,85;1,62;2329,4;72,49;71,25;73,62;100;100;100;3,49;12,86;14,12;11,53;4,48;4,66;9,56
12072157;Ihlow;13,65;-0,94;661,7;68,51;66,24;70,24;100;99,3;81,7;6,87;40,48;9,09;28,38;8,14;10,11;27,33
12072169;Jüterbog, Stadt;71,46;0,35;1438,64;68,93;67,63;70,18;100;99,8;96,7;4,65;17,7;7,165;19,17;6,19;7,67;6,78
12072232;Luckenwalde, Stadt;447,09;0,16;807,54;69,2;66,97;71,27;100;99,9;97;2,65;4,86;5,595;5,34;3,5;5,24;5,3
12072240;Ludwigsfelde, Stadt;258,45;2,15;1684,74;76,85;74,36;79,26;100;100;99,9;5,29;7,6;20,715;8,41;5,27;7,17;6,53
12072297;Niedergörsdorf;30,23;0,32;660,26;66,26;64,4;67,9;100;96,3;94,5;6,68;28,55;13,615;22,23;9,04;15,19;14,49
12072298;Niederer Fläming;16,31;-0,32;673,26;71,27;72,06;70,55;100;98,6;90;7,92;29,79;12,34;29,17;7,55;15,86;18,02
12072312;Nuthe-Urstromtal;19,57;0,3;770,03;72,3;72,5;72,12;100;99,2;85,3;9,7;14,46;15,24;13,61;7,47;13,34;13,68
12072340;Rangsdorf;346,11;0,74;1215,82;70,85;71,38;70,31;100;100;100;2,85;11,47;19,46;18,52;3,13;3,2;4,1
12072426;Trebbin, Stadt;79,27;1,24;1248,48;73,05;73,49;72,64;100;100;99,6;5,54;16,91;20,9;17,58;5,6;7,06;15,26
12072477;Zossen, Stadt;118,81;2,66;3093,28;68,65;71,09;66,63;100;99,4;96,8;4,27;17,75;12,49;23,05;5,29;7,33;12,44
12073008;Angermünde, Stadt;42,23;-0,21;728,33;67,04;66,05;68,04;99,9;97,4;86,2;6,69;29,31;19,1;12,42;10,12;12,18;12,15
12073069;Boitzenburger Land;14,4;-0,13;714,87;62,67;63,16;62,24;100;86,7;70;9,14;30,65;27,27;26,25;9,98;21,85;26,19
12073085;Brüssow, Stadt;17,95;-0,34;661,8;57,28;56,47;57,96;100;98,6;96,7;5,74;50,86;6,825;26,84;6,92;26,86;27,62
12073093;Carmzow-Wallmow;18,59;-0,59;1237,94;58,07;65,71;51,67;100;100;99,4;11,09;42,8;5,89;19,04;11,72;17,94;19,55
12073097;Casekow;19,83;-0,22;780,5;65,02;62,45;67,28;100;96,5;86,3;5,86;29,98;27,505;30,38;6,42;27,55;26,75
12073157;Flieth-Stegelitz;10,81;-1,08;579,48;57,86;58,67;57,14;100;99,1;98,2;9,59;31,67;26,57;28,03;10,72;26,69;25,59
12073189;Gartz (Oder), Stadt;39,63;-0,77;588,41;60,84;59,28;62,31;99,9;96,9;94,8;4,46;24,68;23,74;25,08;5,7;22,74;22,74
12073201;Gerswalde;15,69;-0,57;603,5;59,56;63,34;56,28;100;95,9;80,5;5,82;29,43;28,01;25,26;6,49;22,11;25,67
12073216;Göritz;30,92;-0,37;634,79;70,27;67,58;72,89;100;100;99,8;3,11;45,9;12,7;10,86;3,79;16,51;16,33
12073225;Gramzow;27,72;-0,23;947,91;65,08;61,86;68,32;100;99;96,6;5,13;31,35;21,96;25,37;5,57;24,18;20,95
12073261;Grünow;28,47;1,04;1132,3;64,94;63,92;66,01;100;100;100;9,04;36,03;10,335;14,9;10,6;13,73;10,45
12073309;Hohenselchow-Groß Pinnow;17,52;-1,36;768,25;56,62;53,92;59,31;100;100;99,8;2,88;28,84;28,88;29,29;7,79;26,89;26,89
12073384;Lychen, Stadt;28,04;-0,42;623,33;59,11;58,18;60,02;100;92;67,1;5,71;29,21;9,36;24,68;7,37;25,71;26,35
12073393;Mescherin;25,35;-0,92;499,77;52,06;51,6;52,43;100;85,5;81,8;7,81;33,65;33,14;34,05;12,68;31,71;31,71
12073396;Milmersdorf;22,62;-0,12;713,68;61,65;62,25;61,16;100;97,2;92,8;4,11;18,49;32,98;14,75;5,66;15,08;15,67
12073404;Mittenwalde;15,95;0,56;715,51;62,5;56,73;68,27;100;100;64;6,8;21,6;24,95;17,84;9,22;17,91;18,81
12073429;Nordwestuckermark;16,41;-0,35;691,16;63,12;63,75;62,53;100;97,9;89,7;9,29;42,3;17,68;21,05;8,54;14,53;18,67
12073430;Oberuckersee;19,16;-0,54;756,86;62,74;62,82;62,66;100;99,6;99,1;5,49;40,44;24,85;27,81;10,39;23,77;23,87
12073440;Pinnow;69,86;0,09;1684,63;72,45;68,68;76,23;100;100;48,9;14,23;17,53;17,7;18,07;3,04;15,42;15,43
12073452;Prenzlau, Stadt;132,26;-0,21;915,16;63,3;61,37;65,25;100;100;98,7;4,45;42,41;6,42;8,38;5,02;6,96;6,96
12073458;Randowtal;14,13;-0,45;903,91;60;57,26;62,32;100;100;99,4;12,54;39,89;14,52;21,19;14,51;20,02;16,75
12073490;Schenkenberg;20,72;0;5187,34;65,42;72,41;59,3;100;100;100;10,32;39,74;8,95;11,8;9,9;11,24;13,37
12073520;Schönfeld;19,34;-0,91;1183,74;60,42;58,13;62,5;100;100;99,9;11,33;45,23;4,385;14,57;12,06;20,19;22,3
12073532;Schwedt/Oder, Stadt;92,85;-0,63;1561,87;70,15;65,89;74,36;100;99,1;93,9;7,41;13,48;13,1;12,66;8,22;11,49;11,47
12073565;Tantow;23,88;1,15;521,18;59,5;52,07;66,06;100;99,8;99,8;4,05;34,18;30,11;34,58;12,81;32,23;31,34
12073569;Temmen-Ringenwalde;7,76;-1,47;573,11;60,22;56,72;63,57;100;100;98,6;12,48;27,43;38,3;23,8;12,6;24,07;24,6
12073572;Templin, Stadt;41,09;-0,47;816,02;65,87;65,62;66,11;100;96,8;81,6;8,42;14,45;23,34;11,37;9,47;11,42;11,61
12073578;Uckerfelde;20,62;0,49;1884,33;66;63,28;68,37;100;100;99,6;8,77;35,39;14;17,74;10,22;16,48;13,21
12073579;Uckerland;15,23;-0,89;1049,95;65,05;64,75;65,32;100;98,3;93,3;7,71;44,98;20,33;19,75;11,95;23,87;23,92
12073645;Zichow;16,29;-1,42;470,3;70,94;72,44;69,51;100;100;94;7,92;25,86;23,945;27,13;8,16;23,77;23,35
13003000;Rostock, Hanse- und Universitätsstadt;1157,48;0,15;1089,95;64,28;63,77;64,75;99,2;98,8;97,9;2,79;8,52;11,46;11,83;4,34;5,47;5,99
13004000;Schwerin, Landeshauptstadt;755,41;0,58;1043,99;64,36;64,09;64,63;100;99,7;99,6;2,93;11,17;7,795;11,77;4,88;5,94;6,74
13071001;Alt Schwerin;12,56;0,4;1086,06;71,63;70,83;72,41;100;100;99,4;7,47;16,76;21,8;15,7;10,32;12,77;13,64
13071002;Altenhagen;28,34;0,13;469,53;72,77;66,32;79,17;100;100;94;7,17;38,97;24,55;23,12;7,63;7,63;18,89
13071003;Altenhof;21,43;-0,17;644,68;72,17;75,26;69,57;100;98,4;97;15,81;18,65;25,34;21,03;2,55;16,26;19,51
13071004;Altentreptow, Stadt;99,17;-0,17;1223,74;63,07;64,79;61,56;100;99,7;98;3,89;23,5;21,6;26,74;4,95;5,14;5,14
13071005;Ankershagen, Schliemanngemeinde;18,34;-0,15;673,26;67,1;68,24;66,05;100;88,7;90;10,1;31,14;26,43;24,84;14,93;10,6;26,27
13071006;Bartow;17,47;-1,4;1413,89;60,15;55,81;64,39;100;99,6;99;12,21;36,48;15,83;34,31;12,08;16,48;20,49
13071007;Basedow;19,14;-0,26;953,6;62,84;66,99;58,62;100;90;62,8;7,55;31,37;11,86;11,52;9,2;11,63;11,12
13071008;Beggerow;16,73;0,33;689,38;62,99;68,03;58,39;100;99,8;86,1;9,53;50,23;14,57;12,14;10,57;13;13,58
13071009;Beseritz;10,73;0,52;793,62;62,3;66,67;58,06;100;100;100;12,36;31,78;15,85;30,92;14,06;16,07;16,07
13071010;Blankenhof;39,52;0,4;683,3;69,61;73,49;65,74;100;98,8;83,1;8,16;13,84;12,05;20,52;9,75;12,53;12,52
13071011;Blankensee;29,07;0,29;544,29;69,05;70,91;67,32;100;99,9;97,4;5,55;29,28;22,85;22,93;6,09;6,09;22,11
13071012;Blumenholz;18,36;0,34;576,5;71,97;75,44;68,35;100;99,4;86,2;9,52;20,53;10,54;10,98;11,68;11,22;10,18
13071013;Bollewick;24,26;0,47;680,79;66,39;69,73;62,98;100;98,9;99;7,3;8,73;15,97;28,46;9,13;9,59;9,59
13071014;Borrentin;16,26;-0,47;743,58;63,68;64,52;62,92;100;99,8;92,4;11,23;46,54;13,39;13,05;9,61;12,9;13,34
13071015;Bredenfelde;21,19;-1,89;392,84;73,08;75,51;70,91;100;100;95,2;15,11;36,07;22;30,91;13,6;18,62;20,44
13071016;Breesen;20,94;-0,71;2280,94;66,56;62,42;70,44;100;93,4;71,3;3,82;17,45;15,42;24,14;11,82;15,05;14,48
13071017;Breest;12,97;-1,91;598,67;63,77;59,38;67,57;100;100;100;6,1;30,4;11,38;28,8;5,97;13,57;15,14
13071018;Briggow;21,84;-0,68;537,99;64,43;68,48;60,78;100;100;99,9;7,67;27,21;15,51;24,73;7,37;13,91;13,91
13071019;Brunn;21,94;0,35;763,24;70,05;70,51;69,55;100;99,1;97,2;10,68;26,61;18,03;26,45;12,3;15,99;15,99
13071020;Buchholz;8,63;-1;792,42;61,97;67,86;58,14;100;99,6;99,7;14,22;15,73;22,345;23,46;18,37;17,22;17,22
13071021;Burg Stargard, Stadt;69,04;-0,4;706,12;69,4;71,93;66,84;100;98,1;90,6;6,11;16,32;15,49;16,92;6,94;6,91;15
13071022;Burow;55,25;-0,63;555,82;64,74;64,39;65,07;100;99,9;96,9;4,01;29,3;18,54;28,62;4,12;11,06;11,06
13071023;Bütow;18,11;0,25;2656,46;75,52;75,37;75,66;100;100;99,7;8,04;9,37;15,975;24,74;11,25;10,23;10,23
13071025;Carpin;13,04;-0,76;546,13;64,78;65,33;64,29;100;95,9;84,1;11,78;35;16,175;17,73;12,38;12,02;16,87
13071026;Cölpin;42,42;2,81;521,92;68,4;66,55;70,13;100;100;86,9;11,62;20,78;21,075;17,82;12,31;12,41;19,02
13071027;Dargun, Stadt;37,04;-0,18;726,63;66,02;63,61;68,36;100;98,2;90,1;5,94;34,98;20,54;18,7;6,97;7;20,11
13071028;Datzetal;21,51;0,53;632,54;65,28;67,6;63,21;100;99;95;9,89;28,25;10,91;25,87;11,78;13,06;13,06
13071029;Demmin, Hansestadt;126,68;-0,87;837,06;64,91;65,2;64,63;100;99,5;95,5;3,05;44,83;6,025;4,94;4,17;4,4;5,63
13071032;Faulenrost;19,09;0,44;582,23;66,84;60,96;72,73;100;97,6;92,1;10,36;43,17;14,485;17,17;9,88;16,42;17,04
13071033;Feldberger Seenlandschaft;22,33;0,21;696,77;63,93;63,51;64,36;100;89,4;79,3;8,92;39,26;29,89;34,36;10,74;10,85;35,74
13071034;Fincken;14,94;0,76;603,19;63,5;63,35;63,64;100;100;99,3;14,8;20,14;28,785;23,64;7,24;19,61;21,46
13071035;Friedland, Stadt;45,69;-0,46;805,45;61,12;59,72;62,43;100;98,2;96;7,1;29,36;7,47;28,17;8,38;9,34;9,54
13071036;Fünfseen;20,74;0,4;652,08;69,21;68,98;69,41;100;97,7;93,9;14,67;16,45;28,48;25,34;10,86;16,67;17,17
13071037;Galenbeck;11,58;-0,31;595,4;63,69;61,06;66,07;100;92,2;89,2;7,29;24,2;13,26;29,01;11,32;12,5;12,66
13071039;Gielow;45,82;-0,17;569,3;69,43;70,55;68,34;100;95,2;42,4;3,61;40,22;7,83;10,87;4,08;10,93;11,23
13071041;Gnevkow;17,47;-2,61;1220,29;61,08;54,76;67,47;100;100;96;10,11;37,91;20,81;25,17;10,27;16,45;19,63
13071042;Godendorf;16,51;-0,75;522,35;65,89;67,8;64,29;100;100;98,4;10,02;38,59;17,455;18,2;10,78;14,58;17,39
13071043;Göhren-Lebbin;20,29;1,84;1528,5;78,42;82,05;75,42;100;100;98,1;13,93;5,73;21,975;27,23;13,07;16,43;16,43
13071044;Golchen;11,84;-0,69;475,44;66,27;67,5;65,17;100;97;48,1;4,43;32,4;16,2;27,83;4,36;14,12;14,12
13071045;Gotthun;32,44;-0,88;887,49;85,03;86,17;83,87;100;98,9;98,9;5,14;6,93;9,85;24,15;5,73;7,78;7,78
13071047;Grabowhöfe;31,44;0,06;722,25;65,76;64,32;67,15;100;98,7;91,5;8,14;23,63;13,85;15,5;9,62;12,24;15,16
13071048;Grammentin;14,49;1,47;602,31;60,74;60;61,43;100;100;99,8;11,93;43,39;13,78;20,03;13,34;13,95;13,95
13071049;Grapzow;25,93;1,25;2590,52;66,67;71,43;62,4;100;100;99,5;7,63;26,64;19,55;29,38;9,91;11,19;11,19
13071050;Grischow;22,28;2,03;765,72;72,61;68,35;76,92;100;100;100;8,96;27,31;21,305;29,46;11,24;12,52;12,52
